model_type,mu_GeV,coupling,golden_model,viable_model,testable_model,grb_constraint_passed,uhecr_constraint_passed,max_vacuum_enhancement,vacuum_detectable,max_grb_conversion,hidden_sector_detectable
rainbow_gravity,1e+20,1e-12,True,True,True,True,True,10.900990099009901,True,3.895211404439382e-40,False
rainbow_gravity,1e+20,1e-10,True,True,True,True,True,10.900990099009901,True,3.895211404439382e-40,False
rainbow_gravity,1e+20,1e-08,True,True,True,True,True,10.900990099009901,True,3.895211404439382e-40,False
rainbow_gravity,1e+20,1e-06,True,True,True,True,True,10.900990099009901,True,3.895211404439382e-40,False
rainbow_gravity,1e+20,0.0001,True,True,True,True,True,10.900990099009901,True,9.679823458618051e-37,False
string_theory,100000000000000.0,1e-12,True,True,True,True,True,10.900990099010556,True,3.895211404439382e-40,False
string_theory,100000000000000.0,1e-10,True,True,True,True,True,10.900990099010556,True,9.695315766850739e-37,False
string_theory,100000000000000.0,1e-08,True,True,True,True,True,10.900990099010556,True,9.69531576685074e-33,False
string_theory,100000000000000.0,1e-06,True,True,True,True,True,10.900990099010556,True,9.695315766850738e-29,False
string_theory,100000000000000.0,0.0001,True,True,True,True,True,10.900990099010556,True,9.695315766850737e-25,False
string_theory,268269579527972.72,1e-12,True,True,True,True,True,10.900990099010144,True,3.895211404439382e-40,False
string_theory,268269579527972.72,1e-10,True,True,True,True,True,10.900990099010144,True,1.3471597574563926e-37,False
string_theory,268269579527972.72,1e-08,True,True,True,True,True,10.900990099010144,True,1.3471597574563924e-33,False
string_theory,268269579527972.72,1e-06,True,True,True,True,True,10.900990099010144,True,1.3471597574563923e-29,False
string_theory,268269579527972.72,0.0001,True,True,True,True,True,10.900990099010144,True,1.347159757456393e-25,False
string_theory,719685673001152.9,1e-12,True,True,True,True,True,10.900990099009995,True,3.895211404439382e-40,False
string_theory,719685673001152.9,1e-10,True,True,True,True,True,10.900990099009995,True,1.8718724131864643e-38,False
string_theory,719685673001152.9,1e-08,True,True,True,True,True,10.900990099009995,True,1.8718724131864645e-34,False
string_theory,719685673001152.9,1e-06,True,True,True,True,True,10.900990099009995,True,1.871872413186464e-30,False
string_theory,719685673001152.9,0.0001,True,True,True,True,True,10.900990099009995,True,1.8718724131864642e-26,False
string_theory,1930697728883245.8,1e-12,True,True,True,True,True,10.900990099009936,True,3.895211404439382e-40,False
string_theory,1930697728883245.8,1e-10,True,True,True,True,True,10.900990099009936,True,2.6009582841639828e-39,False
string_theory,1930697728883245.8,1e-08,True,True,True,True,True,10.900990099009936,True,2.600958284163983e-35,False
string_theory,1930697728883245.8,1e-06,True,True,True,True,True,10.900990099009936,True,2.600958284163983e-31,False
string_theory,1930697728883245.8,0.0001,True,True,True,True,True,10.900990099009936,True,2.6009582841639826e-27,False
string_theory,5179474679231202.0,1e-12,True,True,True,True,True,10.900990099009915,True,3.895211404439382e-40,False
string_theory,5179474679231202.0,1e-10,True,True,True,True,True,10.900990099009915,True,3.895211404439382e-40,False
string_theory,5179474679231202.0,1e-08,True,True,True,True,True,10.900990099009915,True,3.614019816898337e-36,False
string_theory,5179474679231202.0,1e-06,True,True,True,True,True,10.900990099009915,True,3.6140198168983365e-32,False
string_theory,5179474679231202.0,0.0001,True,True,True,True,True,10.900990099009915,True,3.6140198168983365e-28,False
string_theory,1.389495494373136e+16,1e-12,True,True,True,True,True,10.900990099009908,True,3.895211404439382e-40,False
string_theory,1.389495494373136e+16,1e-10,True,True,True,True,True,10.900990099009908,True,3.895211404439382e-40,False
string_theory,1.389495494373136e+16,1e-08,True,True,True,True,True,10.900990099009908,True,5.021664252155464e-37,False
string_theory,1.389495494373136e+16,1e-06,True,True,True,True,True,10.900990099009908,True,5.021664252155464e-33,False
string_theory,1.389495494373136e+16,0.0001,True,True,True,True,True,10.900990099009908,True,5.021664252155464e-29,False
string_theory,3.7275937203149224e+16,1e-12,True,True,True,True,True,10.900990099009904,True,3.895211404439382e-40,False
string_theory,3.7275937203149224e+16,1e-10,True,True,True,True,True,10.900990099009904,True,3.895211404439382e-40,False
string_theory,3.7275937203149224e+16,1e-08,True,True,True,True,True,10.900990099009904,True,6.97757985262472e-38,False
string_theory,3.7275937203149224e+16,1e-06,True,True,True,True,True,10.900990099009904,True,6.97757985262472e-34,False
string_theory,3.7275937203149224e+16,0.0001,True,True,True,True,True,10.900990099009904,True,6.97757985262472e-30,False
string_theory,1e+17,1e-12,True,True,True,True,True,10.900990099009901,True,3.895211404439382e-40,False
string_theory,1e+17,1e-10,True,True,True,True,True,10.900990099009901,True,3.895211404439382e-40,False
string_theory,1e+17,1e-08,True,True,True,True,True,10.900990099009901,True,9.695315766850738e-39,False
string_theory,1e+17,1e-06,True,True,True,True,True,10.900990099009901,True,9.695315766850738e-35,False
string_theory,1e+17,0.0001,True,True,True,True,True,10.900990099009901,True,9.69531576685074e-31,False
string_theory,2.6826957952797165e+17,1e-12,True,True,True,True,True,10.900990099009901,True,3.895211404439382e-40,False
string_theory,2.6826957952797165e+17,1e-10,True,True,True,True,True,10.900990099009901,True,3.895211404439382e-40,False
string_theory,2.6826957952797165e+17,1e-08,True,True,True,True,True,10.900990099009901,True,1.347159757456404e-39,False
string_theory,2.6826957952797165e+17,1e-06,True,True,True,True,True,10.900990099009901,True,1.3471597574564033e-35,False
string_theory,2.6826957952797165e+17,0.0001,True,True,True,True,True,10.900990099009901,True,1.3471597574564038e-31,False
string_theory,7.196856730011529e+17,1e-12,True,True,True,True,True,10.900990099009901,True,3.895211404439382e-40,False
string_theory,7.196856730011529e+17,1e-10,True,True,True,True,True,10.900990099009901,True,3.895211404439382e-40,False
string_theory,7.196856730011529e+17,1e-08,True,True,True,True,True,10.900990099009901,True,3.895211404439382e-40,False
string_theory,7.196856730011529e+17,1e-06,True,True,True,True,True,10.900990099009901,True,1.8718724131864636e-36,False
string_theory,7.196856730011529e+17,0.0001,True,True,True,True,True,10.900990099009901,True,1.8718724131864643e-32,False
string_theory,1.9306977288832456e+18,1e-12,True,True,True,True,True,10.900990099009901,True,3.895211404439382e-40,False
string_theory,1.9306977288832456e+18,1e-10,True,True,True,True,True,10.900990099009901,True,3.895211404439382e-40,False
string_theory,1.9306977288832456e+18,1e-08,True,True,True,True,True,10.900990099009901,True,3.895211404439382e-40,False
string_theory,1.9306977288832456e+18,1e-06,True,True,True,True,True,10.900990099009901,True,2.600958284163983e-37,False
string_theory,1.9306977288832456e+18,0.0001,True,True,True,True,True,10.900990099009901,True,2.600958284163984e-33,False
string_theory,5.179474679231223e+18,1e-12,True,True,True,True,True,10.900990099009901,True,3.895211404439382e-40,False
string_theory,5.179474679231223e+18,1e-10,True,True,True,True,True,10.900990099009901,True,3.895211404439382e-40,False
string_theory,5.179474679231223e+18,1e-08,True,True,True,True,True,10.900990099009901,True,3.895211404439382e-40,False
string_theory,5.179474679231223e+18,1e-06,True,True,True,True,True,10.900990099009901,True,3.6140198168983067e-38,False
string_theory,5.179474679231223e+18,0.0001,True,True,True,True,True,10.900990099009901,True,3.6140198168983074e-34,False
string_theory,1.389495494373136e+19,1e-12,True,True,True,True,True,10.900990099009901,True,3.895211404439382e-40,False
string_theory,1.389495494373136e+19,1e-10,True,True,True,True,True,10.900990099009901,True,3.895211404439382e-40,False
string_theory,1.389495494373136e+19,1e-08,True,True,True,True,True,10.900990099009901,True,3.895211404439382e-40,False
string_theory,1.389495494373136e+19,1e-06,True,True,True,True,True,10.900990099009901,True,5.021664252155464e-39,False
string_theory,1.389495494373136e+19,0.0001,True,True,True,True,True,10.900990099009901,True,5.021664252155466e-35,False
string_theory,3.727593720314923e+19,1e-12,True,True,True,True,True,10.900990099009901,True,3.895211404439382e-40,False
string_theory,3.727593720314923e+19,1e-10,True,True,True,True,True,10.900990099009901,True,3.895211404439382e-40,False
string_theory,3.727593720314923e+19,1e-08,True,True,True,True,True,10.900990099009901,True,3.895211404439382e-40,False
string_theory,3.727593720314923e+19,1e-06,True,True,True,True,True,10.900990099009901,True,6.97757985262472e-40,False
string_theory,3.727593720314923e+19,0.0001,True,True,True,True,True,10.900990099009901,True,6.977579852624721e-36,False
string_theory,1e+20,1e-12,True,True,True,True,True,10.900990099009901,True,3.895211404439382e-40,False
string_theory,1e+20,1e-10,True,True,True,True,True,10.900990099009901,True,3.895211404439382e-40,False
string_theory,1e+20,1e-08,True,True,True,True,True,10.900990099009901,True,3.895211404439382e-40,False
string_theory,1e+20,1e-06,True,True,True,True,True,10.900990099009901,True,3.895211404439382e-40,False
string_theory,1e+20,0.0001,True,True,True,True,True,10.900990099009901,True,9.695315766850739e-37,False
axion_like,100000000000000.0,1e-12,True,True,True,True,True,10.900990099010556,True,3.895211404439382e-24,False
axion_like,100000000000000.0,1e-10,True,True,True,True,True,10.900990099010556,True,3.895211404439382e-20,False
axion_like,100000000000000.0,1e-08,True,True,True,True,True,10.900990099010556,True,3.8952114044393824e-16,True
axion_like,100000000000000.0,1e-06,True,True,True,True,True,10.900990099010556,True,3.895211404434188e-12,True
axion_like,100000000000000.0,0.0001,True,True,True,True,True,10.900990099010556,True,3.895211352503231e-08,True
axion_like,268269579527972.72,1e-12,True,True,True,True,True,10.900990099010144,True,3.895211404439382e-24,False
axion_like,268269579527972.72,1e-10,True,True,True,True,True,10.900990099010144,True,3.895211404439382e-20,False
axion_like,268269579527972.72,1e-08,True,True,True,True,True,10.900990099010144,True,3.8952114044393824e-16,True
axion_like,268269579527972.72,1e-06,True,True,True,True,True,10.900990099010144,True,3.895211404434188e-12,True
axion_like,268269579527972.72,0.0001,True,True,True,True,True,10.900990099010144,True,3.895211352503231e-08,True
axion_like,719685673001152.9,1e-12,True,True,True,True,True,10.900990099009995,True,3.895211404439382e-24,False
axion_like,719685673001152.9,1e-10,True,True,True,True,True,10.900990099009995,True,3.895211404439382e-20,False
axion_like,719685673001152.9,1e-08,True,True,True,True,True,10.900990099009995,True,3.8952114044393824e-16,True
axion_like,719685673001152.9,1e-06,True,True,True,True,True,10.900990099009995,True,3.895211404434188e-12,True
axion_like,719685673001152.9,0.0001,True,True,True,True,True,10.900990099009995,True,3.895211352503231e-08,True
axion_like,1930697728883245.8,1e-12,True,True,True,True,True,10.900990099009936,True,3.895211404439382e-24,False
axion_like,1930697728883245.8,1e-10,True,True,True,True,True,10.900990099009936,True,3.895211404439382e-20,False
axion_like,1930697728883245.8,1e-08,True,True,True,True,True,10.900990099009936,True,3.8952114044393824e-16,True
axion_like,1930697728883245.8,1e-06,True,True,True,True,True,10.900990099009936,True,3.895211404434188e-12,True
axion_like,1930697728883245.8,0.0001,True,True,True,True,True,10.900990099009936,True,3.895211352503231e-08,True
axion_like,5179474679231202.0,1e-12,True,True,True,True,True,10.900990099009915,True,3.895211404439382e-24,False
axion_like,5179474679231202.0,1e-10,True,True,True,True,True,10.900990099009915,True,3.895211404439382e-20,False
axion_like,5179474679231202.0,1e-08,True,True,True,True,True,10.900990099009915,True,3.8952114044393824e-16,True
axion_like,5179474679231202.0,1e-06,True,True,True,True,True,10.900990099009915,True,3.895211404434188e-12,True
axion_like,5179474679231202.0,0.0001,True,True,True,True,True,10.900990099009915,True,3.895211352503231e-08,True
axion_like,1.389495494373136e+16,1e-12,True,True,True,True,True,10.900990099009908,True,3.895211404439382e-24,False
axion_like,1.389495494373136e+16,1e-10,True,True,True,True,True,10.900990099009908,True,3.895211404439382e-20,False
axion_like,1.389495494373136e+16,1e-08,True,True,True,True,True,10.900990099009908,True,3.8952114044393824e-16,True
axion_like,1.389495494373136e+16,1e-06,True,True,True,True,True,10.900990099009908,True,3.895211404434188e-12,True
axion_like,1.389495494373136e+16,0.0001,True,True,True,True,True,10.900990099009908,True,3.895211352503231e-08,True
axion_like,3.7275937203149224e+16,1e-12,True,True,True,True,True,10.900990099009904,True,3.895211404439382e-24,False
axion_like,3.7275937203149224e+16,1e-10,True,True,True,True,True,10.900990099009904,True,3.895211404439382e-20,False
axion_like,3.7275937203149224e+16,1e-08,True,True,True,True,True,10.900990099009904,True,3.8952114044393824e-16,True
axion_like,3.7275937203149224e+16,1e-06,True,True,True,True,True,10.900990099009904,True,3.895211404434188e-12,True
axion_like,3.7275937203149224e+16,0.0001,True,True,True,True,True,10.900990099009904,True,3.895211352503231e-08,True
axion_like,1e+17,1e-12,True,True,True,True,True,10.900990099009901,True,3.895211404439382e-24,False
axion_like,1e+17,1e-10,True,True,True,True,True,10.900990099009901,True,3.895211404439382e-20,False
axion_like,1e+17,1e-08,True,True,True,True,True,10.900990099009901,True,3.8952114044393824e-16,True
axion_like,1e+17,1e-06,True,True,True,True,True,10.900990099009901,True,3.895211404434188e-12,True
axion_like,1e+17,0.0001,True,True,True,True,True,10.900990099009901,True,3.895211352503231e-08,True
axion_like,2.6826957952797165e+17,1e-12,True,True,True,True,True,10.900990099009901,True,3.895211404439382e-24,False
axion_like,2.6826957952797165e+17,1e-10,True,True,True,True,True,10.900990099009901,True,3.895211404439382e-20,False
axion_like,2.6826957952797165e+17,1e-08,True,True,True,True,True,10.900990099009901,True,3.8952114044393824e-16,True
axion_like,2.6826957952797165e+17,1e-06,True,True,True,True,True,10.900990099009901,True,3.895211404434188e-12,True
axion_like,2.6826957952797165e+17,0.0001,True,True,True,True,True,10.900990099009901,True,3.895211352503231e-08,True
axion_like,7.196856730011529e+17,1e-12,True,True,True,True,True,10.900990099009901,True,3.895211404439382e-24,False
axion_like,7.196856730011529e+17,1e-10,True,True,True,True,True,10.900990099009901,True,3.895211404439382e-20,False
axion_like,7.196856730011529e+17,1e-08,True,True,True,True,True,10.900990099009901,True,3.8952114044393824e-16,True
axion_like,7.196856730011529e+17,1e-06,True,True,True,True,True,10.900990099009901,True,3.895211404434188e-12,True
axion_like,7.196856730011529e+17,0.0001,True,True,True,True,True,10.900990099009901,True,3.895211352503231e-08,True
axion_like,1.9306977288832456e+18,1e-12,True,True,True,True,True,10.900990099009901,True,3.895211404439382e-24,False
axion_like,1.9306977288832456e+18,1e-10,True,True,True,True,True,10.900990099009901,True,3.895211404439382e-20,False
axion_like,1.9306977288832456e+18,1e-08,True,True,True,True,True,10.900990099009901,True,3.8952114044393824e-16,True
axion_like,1.9306977288832456e+18,1e-06,True,True,True,True,True,10.900990099009901,True,3.895211404434188e-12,True
axion_like,1.9306977288832456e+18,0.0001,True,True,True,True,True,10.900990099009901,True,3.895211352503231e-08,True
axion_like,5.179474679231223e+18,1e-12,True,True,True,True,True,10.900990099009901,True,3.895211404439382e-24,False
axion_like,5.179474679231223e+18,1e-10,True,True,True,True,True,10.900990099009901,True,3.895211404439382e-20,False
axion_like,5.179474679231223e+18,1e-08,True,True,True,True,True,10.900990099009901,True,3.8952114044393824e-16,True
axion_like,5.179474679231223e+18,1e-06,True,True,True,True,True,10.900990099009901,True,3.895211404434188e-12,True
axion_like,5.179474679231223e+18,0.0001,True,True,True,True,True,10.900990099009901,True,3.895211352503231e-08,True
axion_like,1.389495494373136e+19,1e-12,True,True,True,True,True,10.900990099009901,True,3.895211404439382e-24,False
axion_like,1.389495494373136e+19,1e-10,True,True,True,True,True,10.900990099009901,True,3.895211404439382e-20,False
axion_like,1.389495494373136e+19,1e-08,True,True,True,True,True,10.900990099009901,True,3.8952114044393824e-16,True
axion_like,1.389495494373136e+19,1e-06,True,True,True,True,True,10.900990099009901,True,3.895211404434188e-12,True
axion_like,1.389495494373136e+19,0.0001,True,True,True,True,True,10.900990099009901,True,3.895211352503231e-08,True
axion_like,3.727593720314923e+19,1e-12,True,True,True,True,True,10.900990099009901,True,3.895211404439382e-24,False
axion_like,3.727593720314923e+19,1e-10,True,True,True,True,True,10.900990099009901,True,3.895211404439382e-20,False
axion_like,3.727593720314923e+19,1e-08,True,True,True,True,True,10.900990099009901,True,3.8952114044393824e-16,True
axion_like,3.727593720314923e+19,1e-06,True,True,True,True,True,10.900990099009901,True,3.895211404434188e-12,True
axion_like,3.727593720314923e+19,0.0001,True,True,True,True,True,10.900990099009901,True,3.895211352503231e-08,True
axion_like,1e+20,1e-12,True,True,True,True,True,10.900990099009901,True,3.895211404439382e-24,False
axion_like,1e+20,1e-10,True,True,True,True,True,10.900990099009901,True,3.895211404439382e-20,False
axion_like,1e+20,1e-08,True,True,True,True,True,10.900990099009901,True,3.8952114044393824e-16,True
axion_like,1e+20,1e-06,True,True,True,True,True,10.900990099009901,True,3.895211404434188e-12,True
axion_like,1e+20,0.0001,True,True,True,True,True,10.900990099009901,True,3.895211352503231e-08,True
